question_id,subject,class,subtopic,topic,difficulty_level,question_text,option_A,option_B,option_C,option_D,correct_option,answer_text,difficulty_label
10913,Mathematics,Class 10,General Maths,General Maths - Class 10,2,Solution : Let the ratio be k : _____,1,2,6,0,A,1,Medium
10914,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Then by the section formula, the coordinates of the point which divides AB in the ratio k : _____ are 5 4 6 , _____ _____ k k k k   − + − − ⋅   + +   This point lies on the y-axis, and we know that on the y-axis the abscissa is 0",6,2,0,1,D,1,Medium
10915,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Therefore, _____ 1 k k − + + = 0 So, k = _____ That is, the ratio is _____ : 1",10,6,5,4,C,5,Medium
10916,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Putting the value of k = 5, we get the point of intersection as _____ 0, 3 −      ",18,14,12,13,D,13,Medium
10917,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Example 10 : If the points A(_____, 1), B(8, 2), C(9, 4) and D(p, 3) are the vertices of a parallelogram, taken in order, find the value of p",6,11,5,7,A,6,Medium
10918,Mathematics,Class 10,General Maths,General Maths - Class 10,2,", 6 9 1 4 , _____ _____ + +       = 8 _____ 3 , _____ _____ p + +       i",7,3,2,1,C,2,Medium
10919,Mathematics,Class 10,General Maths,General Maths - Class 10,2,", 15 5 , _____ _____       = 8 5 , _____ _____ p +       so, 15 _____ = 8 _____ p + i",2,7,3,1,A,2,Medium
10920,Mathematics,Class 10,General Maths,General Maths - Class 10,2,", p = 7 _____19-_____ 
COORDINATE GEOMETRY 167 EXERCISE 7",25,20,19,21,B,20,Medium
10921,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Find the coordinates of the point which divides the join of (–1, 7) and (4, –_____) in the ratio 2 : _____",3,2,4,8,A,3,Medium
10922,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Find the coordinates of the points of trisection of the line segment joining (4, –1) and (–2, –_____)",3,4,8,2,A,3,Medium
10923,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"_____ flower pots have been placed at a distance of 1m from each other along AD, as shown in Fig",105,100,99,101,B,100,Medium
10924,Mathematics,Class 10,General Maths,General Maths - Class 10,2,Niharika runs _____ 4 th the distance AD on the 2nd line and posts a green flag,1,6,2,0,A,1,Medium
10925,Mathematics,Class 10,General Maths,General Maths - Class 10,2,Preet runs 1 _____ th the distance AD on the eighth line and posts a red flag,4,5,6,10,B,5,Medium
10926,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Find the ratio in which the line segment joining the points (– 3, 10) and (6, – _____) is divided by (– 1, 6)",13,8,9,7,B,8,Medium
10927,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Find the ratio in which the line segment joining A(1, – 5) and B(– _____, 5) is divided by the x-axis",9,5,4,3,C,4,Medium
10928,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"If (_____, 2), (4, y), (x, 6) and (3, 5) are the vertices of a parallelogram taken in order, find x and y",2,6,1,0,C,1,Medium
10929,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Find the coordinates of a point A, where AB is the diameter of a circle whose centre is (2, – 3) and B is (1, _____)",4,3,9,5,A,4,Medium
10930,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"If A and B are (– 2, – 2) and (2, – 4), respectively, find the coordinates of P such that AP = _____ AB 7 and P lies on the line segment AB",4,2,3,8,C,3,Medium
10931,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Find the coordinates of the points which divide the line segment joining A(– _____, _____) and B(_____, 8) into four equal parts",7,1,3,2,D,2,Medium
10932,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Find the area of a rhombus if its vertices are (3, 0), (4, 5), (– _____, 4) and (– 2, – _____) taken in order",2,1,6,0,B,1,Medium
10933,Mathematics,Class 10,General Maths,General Maths - Class 10,2,[Hint : Area of a rhombus = 1 _____ (product of its diagonals)] Fig,1,2,3,7,B,2,Medium
10934,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"_____ Area of a Triangle In your earlier classes, you have studied how to calculate the area of a triangle when its base and corresponding height (altitude) are given",9,5,3,4,D,4,Medium
10935,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"You have used the formula : Area of a triangle = _____ 2 × base × altitude In Class IX, you have also studied Heron’s formula to find the area of a triangle",2,6,1,0,C,1,Medium
10936,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Let ABC be any triangle whose vertices are A(x1, y1), B(x2, y2) and C(x_____, y_____)",4,2,3,8,C,3,Medium
10937,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"_____, it is clear that area of ∆ ABC = area of trapezium ABQP + area of trapezium APRC – area of trapezium BQRC",18,14,12,13,D,13,Medium
10938,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"You also know that the area of a trapezium = _____ 2 (sum of parallel sides)(distance between them) Therefore, Area of ∆ ABC = _____ 2 (BQ + AP) QP + _____ 2 (AP + CR) PR – _____ 2 (BQ + CR) QR = 2 _____ _____ 2 _____ 3 3 _____ 2 3 3 2 _____ _____ _____ ( )( ) ( )( ) ( )( ) 2 2 2 y y x x y y x x y y x x + − + + − − + − = [ ] _____ 2 3 2 3 _____ 3 _____ 2 _____ ( – ) + ( – ) + ( – ) 2 x y y x y y x y y Thus, the area of ∆ ABC is the numerical value of the expression ( ) _____ 2 3 2 3 _____ 3 _____ 2 _____ ( ) ( 2 x y y x y y x y y   − + − + −   Let us consider a few examples in which we make use of this formula",2,1,6,0,B,1,Medium
10939,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"_____ 2019-20 
COORDINATE GEOMETRY 169 Example 11 : Find the area of a triangle whose vertices are (1, –1), (– 4, 6) and (–3, –5)",18,13,12,14,B,13,Medium
10940,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Solution : The area of the triangle formed by the vertices A(1, –1), B(– 4, _____) and C (–3, –5), by using the formula above, is given by [ ] 1 1 (_____ 5) ( 4) ( 5 1) ( 3) ( 1 _____) 2 + + − −+ + − −− = 1 (11 1_____ 21) 2 + + = 24 So, the area of the triangle is 24 square units",6,11,5,7,A,6,Medium
10941,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Example 12 : Find the area of a triangle formed by the points A(5, 2), B(4, _____) and C (_____, – 4)",7,8,6,12,A,7,Medium
10942,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Solution : The area of the triangle formed by the vertices A(5, _____), B(4, 7) and C (7, – 4) is given by [ ] 1 5 (7 4) 4 ( 4 _____) 7 (_____ 7) _____ + + − − + − = 1 (55 _____4 35) _____ − − = 4 _____ _____ − = − Since area is a measure, which cannot be negative, we will take the numerical value of – _____, i",2,3,7,1,A,2,Medium
10943,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Therefore, the area of the triangle = _____ square units",1,7,3,2,D,2,Medium
10944,Mathematics,Class 10,General Maths,General Maths - Class 10,2,Example _____ : Find the area of the triangle formed by the points P(–1,18,12,13,14,C,13,Medium
10945,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"5, 3), Q(_____, –2) and R(–3, 4)",7,6,5,11,B,6,Medium
10946,Mathematics,Class 10,General Maths,General Maths - Class 10,2,Solution : The area of the triangle formed by the given points is equal to [ ] _____ _____,2,1,0,6,B,1,Medium
10947,Mathematics,Class 10,General Maths,General Maths - Class 10,2,5( 2 _____) 6(_____ 3) ( 3)(3 2) 2 − −− + − + − + = 1 (9 6 15) 0 2 + − = Can we have a triangle of area 0 square units,3,9,4,5,C,4,Medium
10948,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"If the area of a triangle is _____ square units, then its vertices will be collinear",5,0,-1,1,B,0,Medium
10949,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Example _____ : Find the value of k if the points A(2, 3), B(4, k) and C(6, –3) are collinear",15,14,13,19,B,14,Medium
10950,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Solution : Since the given points are collinear, the area of the triangle formed by them must be _____, i",1,5,-1,0,D,0,Medium
10951,Mathematics,Class 10,General Maths,General Maths - Class 10,2,", 2019-20 
170 MATHEMATICS [ ] 1 2( 3) _____( 3 3) 6(3 ) 2 k k + + −− + − = 0 i",5,3,9,4,D,4,Medium
10952,Mathematics,Class 10,General Maths,General Maths - Class 10,2,", 1 ( _____ ) 0 2 k − = Therefore, k = 0 Let us verify our answer",5,9,4,3,C,4,Medium
10953,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"area of ∆ ABC = [ ] 1 2(0 3) 4( 3 3) 6(3 0) 0 2 + + − − + − = Example 1_____ : If A(–_____, 7), B(– 4, –_____), C(–1, –6) and D(4, _____) are the vertices of a quadrilateral, find the area of the quadrilateral ABCD",5,4,10,6,A,5,Medium
10954,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Now the area of ∆ ABD = [ ] 1 5( 5 5) ( 4)(5 7) 4(7 5) 2 − − − + − − + + = 1 106 (50 8 48) 53 squareunits 2 2 + + = = Also, the area of ∆ BCD = [ ] 1 4( 6 5) – 1(5 5) 4( 5 6) 2 − − − + + −+ = 1 (_____ 10 4) 19 squareunits 2 − + = So, the area of quadrilateral ABCD = 53 + 19 = 72 square units",49,43,45,44,D,44,Medium
10955,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Find the area of the triangle whose vertices are : (i) (2, 3), (–1, 0), (2, – 4) (ii) (–_____, –1), (3, –_____), (_____, 2) 2",6,5,10,4,B,5,Medium
10956,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"(i) (7, –2), (_____, 1), (3, k) (ii) (8, 1), (k, – 4), (2, –_____) 3",4,6,10,5,D,5,Medium
10957,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Find the area of the triangle formed by joining the mid-points of the sides of the triangle whose vertices are (0, –_____), (2, _____) and (0, 3)",0,1,2,6,B,1,Medium
10958,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Find the area of the quadrilateral whose vertices, taken in order, are (– _____, – 2), (– 3, – 5), (3, – 2) and (2, 3)",5,3,9,4,D,4,Medium
10959,Mathematics,Class 10,General Maths,General Maths - Class 10,2,", Example _____), that a median of a triangle divides it into two triangles of equal areas",4,2,3,8,C,3,Medium
10960,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Verify this result for ∆ ABC whose vertices are A(4, – 6), B(3, –_____) and C(5, _____)",7,1,2,3,C,2,Medium
10961,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"2019-20 
COORDINATE GEOMETRY _____ * These exercises are not from the examination point of view",171,176,172,170,A,171,Medium
10962,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Determine the ratio in which the line 2x + y – 4 = 0 divides the line segment joining the points A(2, – 2) and B(3, _____)",8,7,12,6,B,7,Medium
10963,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Find a relation between x and y if the points (x, y), (_____, 2) and (7, 0) are collinear",2,6,1,0,C,1,Medium
10964,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Find the centre of a circle passing through the points (6, – 6), (3, – _____) and (3, 3)",12,8,6,7,D,7,Medium
10965,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"The two opposite vertices of a square are (–_____, 2) and (3, 2)",2,0,1,6,C,1,Medium
10966,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"The vertices of a ∆ ABC are A(4, 6), B(_____, 5) and C(7, 2)",0,6,1,2,C,1,Medium
10967,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"A line is drawn to intersect sides AB and AC at D and E respectively, such that AD AE 1 AB AC _____ = = ⋅ Calculate the area of the ∆ ADE and compare it with the area of ∆ ABC",9,5,4,3,C,4,Medium
10968,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Let A (4, 2), B(6, _____) and C(1, 4) be the vertices of ∆ ABC",5,4,10,6,A,5,Medium
10969,Mathematics,Class 10,General Maths,General Maths - Class 10,2,(ii) Find the coordinates of the point P on AD such that AP : PD = 2 : _____ (iii) Find the coordinates of points Q and R on medians BE and CF respectively such that BQ : QE = 2 : _____ and CR : RF = 2 : _____,1,0,2,6,A,1,Medium
10970,Mathematics,Class 10,General Maths,General Maths - Class 10,2,[Note : The point which is common to all the three medians is called the centroid and this point divides each median in the ratio _____ : 1,7,2,1,3,B,2,Medium
10971,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"14 _____19-_____ 
172 MATHEMATICS (v) If A(x1, y1), B(x2, y2) and C(x3, y3) are the vertices of ∆ ABC, find the coordinates of the centroid of the triangle",20,25,19,21,A,20,Medium
10972,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"ABCD is a rectangle formed by the points A(–_____, –_____), B(– _____, 4), C(5, 4) and D(5, – _____)",0,2,6,1,D,1,Medium
10973,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"5 Summary In this chapter, you have studied the following points : _____",1,0,2,6,A,1,Medium
10974,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"The distance between P(x1, y1) and Q(x_____, y_____) is _____ _____ _____ 1 _____ 1 ( ) ( )",2,1,3,7,A,2,Medium
10975,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"The coordinates of the point P(x, y) which divides the line segment joining the points A(x1, y1) and B(x_____, y_____) internally in the ratio m1 : m_____ are 1 _____ _____ 1 1 _____ _____ 1 1 _____ 1 _____ , m x m x m y m y m m m m   + + ⋅   + +   4",2,3,1,7,A,2,Medium
10976,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"The mid-point of the line segment joining the points P(x_____, y_____) and Q(x2, y2) is _____ 2 _____ 2 , 2 2 x x y y + +      ",6,1,0,2,B,1,Medium
10977,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"The area of the triangle formed by the points (x1, y1), (x2, y2) and (x_____, y_____) is the numerical value of the expression [ ] 1 2 _____ 2 _____ 1 _____ 1 2 1 ( ) ( ) ( )",3,8,2,4,A,3,Medium
10978,Mathematics,Class 10,General Maths,General Maths - Class 10,2,_____ x y y x y y x y y − + − + − A NOTE TO THE READER Section 7,2,3,7,1,A,2,Medium
10979,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"3 discusses the Section Formula for the coordinates (x, y) of a point P which divides internally the line segment joining the points A(x_____, y_____) and B(x2, y2) in the ratio m_____ : m2 as follows : x = _____ 2 2 _____ _____ 2 m x m x m m + + , y = _____ 2 2 _____ _____ 2 m y m y m m + + Note that, here, PA : PB = m_____ : m2",0,2,1,6,C,1,Medium
10980,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"However, if P does not lie between A and B but lies on the line AB, outside the line segment AB, and PA : PB = m1 : m_____, we say that P divides externally the line segment joining the points A and B",3,2,7,1,B,2,Medium
10981,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"2019-20 
INTRODUCTION TO TRIGONOMETRY _____ 8 There is perhaps nothing which so occupies the middle position of mathematics as trigonometry",172,178,173,174,C,173,Medium
10982,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"_____ Introduction You have already studied about triangles, and in particular, right triangles, in your earlier classes",0,2,6,1,D,1,Medium
10983,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Now, if a student is looking at the top of the Minar, a right triangle can be imagined to be made, as shown in Fig _____",9,7,8,13,C,8,Medium
10984,Mathematics,Class 10,General Maths,General Maths - Class 10,2,We will also define the trigonometric ratios for angles of measure _____° and 9_____°,5,0,-1,1,B,0,Medium
10985,Mathematics,Class 10,General Maths,General Maths - Class 10,2,_____ Trigonometric Ratios In Section 8,3,7,2,1,C,2,Medium
10986,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"_____, you have seen some right triangles imagined to be formed in different situations",1,0,2,6,A,1,Medium
10987,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"_____ 2019-20 
INTRODUCTION TO TRIGONOMETRY 175 Note that the position of sides change when you consider angle C in place of A (see Fig",8,4,3,2,C,3,Medium
10988,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"4) are defined as follows : sine of ∠ A = side opposite to angle A BC hypotenuse AC = cosine of ∠ A = side adjacent to angle A AB hypotenuse AC = tangent of ∠ A = side opposite to angle A BC side adjacent to angle A AB = cosecant of ∠ A = _____ hypotenuse AC sine of A side opposite to angle A BC = = ∠ secant of ∠ A = _____ hypotenuse AC cosine of A side adjacent to angle A AB = = ∠ cotangent of ∠ A = _____ side adjacent to angle A AB tangent of A side opposite to angle A BC = = ∠ The ratios defined above are abbreviated as sin A, cos A, tan A, cosec A, sec A and cot A respectively",6,0,1,2,C,1,Medium
10989,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"5 _____-20 
176 MATHEMATICS The first use of the idea of ‘sine’ in the way we use it today was in the work Aryabhatiyam by Aryabhata, in A",2018,2024,2020,2019,D,2019,Medium
10990,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"An English Professor of astronomy Edmund Gunter (1581–_____), first used the abbreviated notation ‘sin’",1631,1625,1626,1627,C,1626,Medium
10991,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"_____), how will the trigonometric ratios of ∠ A in ∆ PAM differ from those of ∠ A in ∆ CAB or from those of ∠ A in ∆ QAN",7,5,6,11,C,6,Medium
10992,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"6 2019-20 
INTRODUCTION TO TRIGONOMETRY _____ From this, we find MP AP = BC sin A AC =",176,182,177,178,C,177,Medium
10993,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"sin–_____ A has a different meaning, which will be discussed in higher classes",1,6,0,2,A,1,Medium
10994,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"If in a right triangle ABC, sin A = _____, 3 then this means that BC _____ AC 3 = , i",1,0,2,6,A,1,Medium
10995,Mathematics,Class 10,General Maths,General Maths - Class 10,2,", the lengths of the sides BC and AC of the triangle ABC are in the ratio 1 : _____ (see Fig",8,2,4,3,D,3,Medium
10996,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"So if BC is equal to k, then AC will be _____k, where k is any positive number",4,8,2,3,D,3,Medium
10997,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"AB_____ = AC_____ – BC_____ = (3k)_____ – (k)_____ = 8k_____ = (_____ _____ k)_____ Therefore, AB = _____ _____ k ± So, we get AB = _____ _____ k (Why is AB not – _____ _____ k",7,1,3,2,D,2,Medium
10998,Mathematics,Class 10,General Maths,General Maths - Class 10,2,") Now, cos A = AB _____ _____ _____ _____ AC 3 3 k k = = Similarly, you can obtain the other trigonometric ratios of the angle A",2,3,1,7,A,2,Medium
10999,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"_____ 2019-20 
1_____8 MATHEMATICS Remark : Since the hypotenuse is the longest side in a right triangle, the value of sin A or cos A is always less than 1 (or, in particular, equal to 1)",8,12,6,7,D,7,Medium
11000,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Example 1 : Given tan A = 4 _____ , find the other trigonometric ratios of the angle A",8,4,2,3,D,3,Medium
11001,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Now, we know that tan A = BC _____ AB 3 =",3,5,4,9,C,4,Medium
11002,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Therefore, if BC = 4k, then AB = _____k, where k is a positive number",8,2,4,3,D,3,Medium
11003,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Now, by using the Pythagoras Theorem, we have AC2 = AB2 + BC2 = (4k)2 + (3k)2 = 2_____k2 So, AC = _____k Now, we can write all the trigonometric ratios using their definitions",6,10,5,4,C,5,Medium
11004,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"sin A = BC 4 4 AC 5 5 k k = = cos A = AB _____ _____ AC 5 5 k k = = Therefore, cot A = 1 _____ 1 5 , cosec A = tanA 4 sin A 4 = = and sec A = 1 5 cos A _____ = ⋅ Example 2 : If ∠ B and ∠ Q are acute angles such that sin B = sin Q, then prove that ∠ B = ∠ Q",3,2,8,4,A,3,Medium
11005,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"9 _____19-_____ 
INTRODUCTION TO TRIGONOMETRY 179 Then AC AB = PR PQ Therefore, AC PR = AB , say PQ k = (1) Now, using Pythagoras theorem, BC = 2 2 AB AC − and QR = 2 2 PQ – PR So, BC QR = 2 2 2 2 2 2 2 2 2 2 2 2 2 2 AB AC PQ PR PQ PR PQ PR PQ PR PQ PR k k k k − − − = = = − − − (2) From (1) and (2), we have AC PR = AB BC PQ QR = Then, by using Theorem 6",20,25,21,19,A,20,Medium
11006,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Example 3 : Consider ∆ ACB, right-angled at C, in which AB = 29 units, BC = _____ units and ∠ ABC = θ (see Fig",20,22,21,26,C,21,Medium
11007,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Solution : In ∆ ACB, we have AC = 2 2 AB BC − = 2 2 (_____) (21) − = (_____ 21)(_____ 21) (8)(50) 400 20units − + = = = So, sin θ = AC 20 BC 21 , cos = AB _____ AB _____ = θ = ⋅ Now, (i) cos2θ + sin2θ = 2 2 2 2 2 20 21 20 21 400 441 1, _____ _____ 841 _____ + +     + = = =         and (ii) cos2 θ – sin2 θ = 2 2 2 21 20 (21 20)(21 20) 41 _____ _____ 841 _____ + −     − = =        ",28,29,30,34,B,29,Medium
11008,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"10 _____19-_____ 
180 MATHEMATICS Example 4 : In a right triangle ABC, right-angled at B, if tan A = 1, then verify that 2 sin A cos A = 1",20,25,21,19,A,20,Medium
11009,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Solution : In ∆ ABC, tan A = BC AB = _____ (see Fig 8",0,6,1,2,C,1,Medium
11010,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Now, AC = _____ _____ AB BC + = _____ _____ ( ) ( ) _____ k k k + = Therefore, sin A = BC 1 AC _____ = and cos A = AB 1 AC _____ = So, _____ sin A cos A = 1 1 _____ 1, _____ _____   =       which is the required value",3,7,1,2,D,2,Medium
11011,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Example 5 : In ∆ OPQ, right-angled at P, OP = 7 cm and OQ – PQ = _____ cm (see Fig",6,0,1,2,C,1,Medium
11012,Mathematics,Class 10,General Maths,General Maths - Class 10,2,", (1 + PQ)_____ = OP_____ + PQ_____ (Why",7,3,2,1,C,2,Medium
11013,Mathematics,Class 10,General Maths,General Maths - Class 10,2,", _____ + PQ2 + 2PQ = OP2 + PQ2 i",6,1,0,2,B,1,Medium
11014,Mathematics,Class 10,General Maths,General Maths - Class 10,2,", _____ + 2PQ = 72 (Why",6,1,0,2,B,1,Medium
11015,Mathematics,Class 10,General Maths,General Maths - Class 10,2,", PQ = _____ cm and OQ = 1 + PQ = 25 cm So, sin Q = 7 25 and cos Q = _____ 25⋅ Fig",25,29,23,24,D,24,Medium
11016,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"_____ 2019-20 
INTRODUCTION TO TRIGONOMETRY 181 EXERCISE 8",11,10,16,12,A,11,Medium
11017,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"In ∆ ABC, right-angled at B, AB = _____ cm, BC = 7 cm",24,25,23,29,A,24,Medium
11018,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"If sin A = 3 , _____ calculate cos A and tan A",5,9,3,4,D,4,Medium
11019,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Given _____ cot A = 8, find sin A and sec A",14,15,16,20,B,15,Medium
11020,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Given sec θ = 13 , _____ calculate all other trigonometric ratios",17,13,11,12,D,12,Medium
11021,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"If cot θ = 7 , 8 evaluate : (i) (_____ sin )(_____ sin ) , (_____ cos )(_____ cos ) + θ − θ + θ − θ (ii) cot2 θ 8",0,6,2,1,D,1,Medium
11022,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"If 3 cot A = 4, check whether _____ _____ 1 tan A 1 + tan A − = cos_____ A – sin_____A or not",2,3,7,1,A,2,Medium
11023,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"In triangle ABC, right-angled at B, if tan A = 1 , _____ find the value of: (i) sin A cos C + cos A sin C (ii) cos A cos C – sin A sin C 10",3,2,8,4,A,3,Medium
11024,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"In ∆ PQR, right-angled at Q, PR + QR = 2_____ cm and PQ = _____ cm",6,10,4,5,D,5,Medium
11025,Mathematics,Class 10,General Maths,General Maths - Class 10,2,(ii) sec A = 12 _____ for some value of angle A,5,4,10,6,A,5,Medium
11026,Mathematics,Class 10,General Maths,General Maths - Class 10,2,(v) sin θ = _____ 3 for some angle θ,5,9,4,3,C,4,Medium
11027,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"3 Trigonometric Ratios of Some Specific Angles From geometry, you are already familiar with the construction of angles of _____°, 45°, 60° and 90°",30,35,29,31,A,30,Medium
11028,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"In this section, we will find the values of the trigonometric ratios for these angles and, of course, for _____°",1,-1,5,0,D,0,Medium
11029,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"13 _____19-_____ 
182 MATHEMATICS Trigonometric Ratios of 45° In ∆ ABC, right-angled at B, if one angle is 45°, then the other angle is also 45°, i",19,20,21,25,B,20,Medium
11030,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Then by Pythagoras Theorem, AC2 = AB2 + BC2 = a2 + a2 = 2a2, and, therefore, AC = 2 a ⋅ Using the definitions of the trigonometric ratios, we have : sin _____° = side opposite to angle _____° BC 1 hypotenuse AC 2 2 a a = = = cos _____° = side adjacent toangle _____° AB 1 hypotenuse AC 2 2 a a = = = tan _____° = side opposite to angle _____° BC 1 side adjacent to angle _____° AB a a = = = Also, cosec _____° = 1 2 sin _____ = ° , sec _____° = 1 2 cos _____ = ° , cot _____° = 1 1 tan _____ = °",44,50,46,45,D,45,Medium
11031,Mathematics,Class 10,General Maths,General Maths - Class 10,2,Trigonometric Ratios of _____° and 60° Let us now calculate the trigonometric ratios of _____° and 60°,29,30,31,35,B,30,Medium
11032,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Since each angle in an equilateral triangle is _____°, therefore, ∠ A = ∠ B = ∠ C = _____°",59,60,65,61,B,60,Medium
11033,Mathematics,Class 10,General Maths,General Maths - Class 10,2,") Therefore, BD = DC and ∠ BAD = ∠ CAD (CPCT) Now observe that: ∆ ABD is a right triangle, right-angled at D with ∠ BAD = 30° and ∠ ABD = _____° (see Fig",65,61,59,60,D,60,Medium
11034,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"_____ 2019-20 
INTRODUCTION TO TRIGONOMETRY 183 As you know, for finding the trigonometric ratios, we need to know the lengths of the sides of the triangle",19,13,14,15,C,14,Medium
11035,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Then, BD = 1 BC = _____ a and AD_____ = AB_____ – BD_____ = (_____a)_____ – (a)_____ = 3a_____, Therefore, AD = 3 a Now, we have : sin 30° = BD 1 AB _____ _____ a a = = , cos 30° = AD 3 3 AB _____ _____ a a = = tan 30° = BD 1 AD 3 3 a a = =",7,3,2,1,C,2,Medium
11036,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Also, cosec _____° = 1 2, sin _____ = ° sec _____° = 1 2 cos _____ 3 = ° cot _____° = 1 3 tan _____ = °",30,35,29,31,A,30,Medium
11037,Mathematics,Class 10,General Maths,General Maths - Class 10,2,"Similarly, sin 60° = AD 3 3 AB _____ _____ a a = = , cos 60° = 1 _____ , tan 60° = 3 , cosec 60° = _____ , 3 sec 60° = _____ and cot 60° = 1 3 ⋅ Trigonometric Ratios of 0° and 90° Let us see what happens to the trigonometric ratios of angle A, if it is made smaller and smaller in the right triangle ABC (see Fig",1,3,2,7,C,2,Medium
